,target,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
26988,>50K,35,State-gov,184659,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States
26989,<=50K,51,Self-emp-not-inc,20795,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26990,<=50K,23,Private,311376,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
26991,<=50K,27,State-gov,122660,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States
26992,<=50K,19,,137578,10,Never-married,,Own-child,White,Male,0,0,16,United-States
26993,>50K,37,Private,193689,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States
26994,<=50K,29,Private,144556,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
26995,<=50K,33,Private,228696,2,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,2603,32,Mexico
26996,<=50K,60,Private,184183,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,4650,0,40,United-States
26997,<=50K,22,Private,243178,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States
26998,<=50K,22,,236330,10,Never-married,,Own-child,Black,Male,0,1721,20,United-States
26999,<=50K,60,State-gov,190682,11,Widowed,Other-service,Not-in-family,Black,Female,0,0,37,United-States
27000,<=50K,35,Private,233786,7,Separated,Other-service,Unmarried,White,Male,0,0,20,United-States
27001,<=50K,45,Private,102202,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
27002,>50K,30,Private,95299,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam
27003,>50K,43,Self-emp-inc,240504,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
27004,<=50K,32,State-gov,169973,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
27005,<=50K,35,Private,144937,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States
27006,<=50K,32,Private,211751,11,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States
27007,>50K,61,Private,84587,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
27008,<=50K,40,State-gov,150874,14,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,40,United-States
27009,<=50K,20,,187332,6,Never-married,,Not-in-family,White,Female,0,0,30,United-States
27010,>50K,42,Self-emp-inc,188615,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
27011,<=50K,21,Private,119704,10,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States
27012,<=50K,21,Private,275190,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
27013,<=50K,26,Private,417941,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
27014,>50K,36,State-gov,196348,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
27015,<=50K,24,Private,221955,13,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States
27016,>50K,47,Private,173938,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States
27017,<=50K,51,Private,123429,12,Divorced,Tech-support,Not-in-family,White,Male,0,0,30,United-States
27018,<=50K,65,,143732,9,Widowed,,Not-in-family,Black,Female,0,0,40,United-States
27019,<=50K,61,Private,203126,13,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,12,
27020,<=50K,67,Private,174693,10,Widowed,Sales,Not-in-family,White,Female,0,0,25,Nicaragua
27021,<=50K,49,Private,357540,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States
27022,>50K,63,,29859,9,Married-civ-spouse,,Husband,White,Male,0,1485,40,United-States
27023,>50K,58,Private,314092,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States
27024,<=50K,61,Private,280088,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
27025,<=50K,36,Private,257380,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,35,United-States
27026,<=50K,19,Private,165306,10,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,40,Vietnam
27027,<=50K,29,Self-emp-not-inc,109001,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
27028,>50K,43,Private,266439,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States
27029,<=50K,60,Self-emp-not-inc,153356,9,Divorced,Sales,Not-in-family,Black,Male,2597,0,55,United-States
27030,<=50K,21,Private,32950,10,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States
27031,<=50K,22,Private,182163,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States
27032,>50K,33,Private,188246,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States
27033,<=50K,36,Private,297335,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,50,China
27034,<=50K,37,Private,108366,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,46,United-States
27035,<=50K,35,Private,328301,12,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
27036,<=50K,17,Private,182158,6,Never-married,Priv-house-serv,Own-child,White,Male,0,0,30,United-States
27037,>50K,37,Private,169426,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
27038,<=50K,22,,330571,9,Never-married,,Not-in-family,White,Female,0,0,45,United-States
27039,>50K,28,Private,535978,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27040,<=50K,42,Private,29393,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
27041,>50K,57,Self-emp-inc,258883,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,60,Hungary
27042,<=50K,26,Private,369166,10,Never-married,Farming-fishing,Other-relative,White,Female,0,0,65,United-States
27043,<=50K,45,Local-gov,257855,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,50,United-States
27044,>50K,32,Private,164197,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States
27045,<=50K,63,Private,109517,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,43,United-States
27046,<=50K,22,Private,112137,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,20,South
27047,>50K,36,Private,160035,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
27048,<=50K,45,State-gov,50567,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
27049,>50K,34,Self-emp-not-inc,140011,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
27050,<=50K,27,State-gov,271328,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
27051,<=50K,20,,183083,10,Never-married,,Own-child,White,Female,0,0,20,United-States
27052,>50K,47,Self-emp-not-inc,159869,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United-States
27053,<=50K,46,Private,102542,4,Never-married,Other-service,Own-child,White,Male,0,0,52,United-States
27054,<=50K,28,Private,297742,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
27055,<=50K,45,Private,176917,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
27056,<=50K,26,Private,165235,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Thailand
27057,<=50K,32,Self-emp-not-inc,52647,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
27058,<=50K,30,Local-gov,48542,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
27059,<=50K,59,Private,279232,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico
27060,>50K,58,State-gov,259929,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States
27061,<=50K,45,Private,221780,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States
27062,<=50K,76,Self-emp-not-inc,253408,10,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
27063,<=50K,38,Private,298841,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States
27064,<=50K,32,Private,321313,14,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States
27065,<=50K,38,Self-emp-not-inc,64875,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
27066,<=50K,30,Private,275232,12,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,36,United-States
27067,>50K,53,Self-emp-inc,134854,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Greece
27068,<=50K,41,Private,67339,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,
27069,<=50K,27,State-gov,192355,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
27070,<=50K,44,Local-gov,208528,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
27071,>50K,35,Private,160120,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States
27072,<=50K,36,Private,250238,2,Never-married,Other-service,Other-relative,Other,Female,0,0,40,El-Salvador
27073,>50K,51,Private,25031,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,10,United-States
27074,<=50K,42,Local-gov,255847,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
27075,>50K,40,Self-emp-not-inc,26892,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States
27076,<=50K,45,Private,111979,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
27077,>50K,55,Private,408537,5,Divorced,Craft-repair,Unmarried,White,Female,99999,0,37,United-States
27078,<=50K,36,Private,231037,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
27079,>50K,57,Federal-gov,30030,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
27080,<=50K,27,Private,292120,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,45,United-States
27081,<=50K,62,Private,138253,14,Never-married,Handlers-cleaners,Not-in-family,White,Male,4650,0,40,United-States
27082,<=50K,29,Private,190777,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
27083,<=50K,38,Self-emp-not-inc,41591,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,United-States
27084,<=50K,29,Private,186733,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
27085,<=50K,18,,78567,10,Never-married,,Own-child,White,Male,0,0,30,United-States
27086,<=50K,19,,140590,8,Never-married,,Own-child,Black,Male,0,0,30,United-States
27087,<=50K,32,Local-gov,230912,14,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,40,United-States
27088,<=50K,34,Private,176185,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1741,40,United-States
27089,<=50K,25,Private,182227,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States
27090,<=50K,34,Local-gov,205704,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
27091,<=50K,37,State-gov,24342,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
27092,<=50K,37,Private,138192,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
27093,<=50K,18,Private,334676,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
27094,<=50K,24,Private,177526,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
27095,<=50K,17,Private,152696,8,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
27096,<=50K,35,Private,114765,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
27097,<=50K,31,Private,265509,11,Separated,Tech-support,Unmarried,Black,Female,0,0,32,United-States
27098,<=50K,29,Private,180758,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
27099,<=50K,49,Self-emp-not-inc,127921,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27100,>50K,71,,177906,13,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States
27101,<=50K,35,Federal-gov,182898,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
27102,<=50K,55,Self-emp-not-inc,422249,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
27103,<=50K,37,Private,222450,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
27104,<=50K,33,Local-gov,190027,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,18,United-States
27105,>50K,49,Private,281647,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
27106,<=50K,32,Private,117963,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States
27107,<=50K,63,,319121,7,Separated,,Not-in-family,Black,Male,0,0,40,United-States
27108,<=50K,39,Private,225504,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
27109,<=50K,42,Local-gov,104334,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,El-Salvador
27110,>50K,30,State-gov,48214,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
27111,<=50K,30,Private,145714,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
27112,>50K,48,Self-emp-inc,38240,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
27113,<=50K,57,Self-emp-not-inc,27385,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States
27114,<=50K,56,Private,204254,6,Divorced,Other-service,Unmarried,Black,Female,0,0,45,United-States
27115,<=50K,28,Private,411587,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Honduras
27116,>50K,43,Private,221172,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States
27117,<=50K,46,Private,54190,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
27118,>50K,60,Private,93997,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States
27119,<=50K,50,Local-gov,24139,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,65,United-States
27120,>50K,37,Private,112497,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
27121,<=50K,41,Private,138907,9,Divorced,Priv-house-serv,Other-relative,Black,Female,0,0,40,United-States
27122,>50K,38,Private,186325,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States
27123,<=50K,23,Private,199452,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
27124,>50K,59,Private,126677,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
27125,<=50K,72,Private,107814,14,Never-married,Prof-specialty,Not-in-family,White,Male,2329,0,60,United-States
27126,<=50K,47,Local-gov,93618,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,33,United-States
27127,<=50K,29,Private,353352,11,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
27128,<=50K,35,Private,143058,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
27129,<=50K,24,Private,239663,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States
27130,<=50K,22,Private,167615,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
27131,<=50K,24,Private,442274,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
27132,>50K,42,Private,149210,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States
27133,<=50K,55,Federal-gov,174533,13,Separated,Other-service,Unmarried,White,Female,0,0,72,
27134,<=50K,40,State-gov,50093,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,20,United-States
27135,<=50K,61,Private,270056,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan
27136,<=50K,58,Self-emp-not-inc,131991,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,72,United-States
27137,<=50K,39,State-gov,126336,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
27138,<=50K,45,Self-emp-not-inc,341117,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
27139,<=50K,25,Private,108505,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
27140,>50K,69,,106566,16,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States
27141,<=50K,36,Private,74791,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,
27142,>50K,34,Private,24266,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States
27143,>50K,45,Private,267967,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
27144,<=50K,27,,181284,8,Married-civ-spouse,,Husband,Black,Male,0,0,45,United-States
27145,<=50K,28,Private,102533,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
27146,<=50K,27,Private,69757,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States
27147,<=50K,41,State-gov,210094,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
27148,<=50K,18,State-gov,389147,9,Never-married,Sales,Not-in-family,Black,Female,0,0,30,United-States
27149,>50K,44,Private,210648,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
27150,>50K,47,Private,94809,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States
27151,<=50K,36,Local-gov,298717,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27152,<=50K,66,Private,236879,1,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40,Guatemala
27153,<=50K,33,Private,170148,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States
27154,>50K,39,Local-gov,166497,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
27155,<=50K,30,Private,247156,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States
27156,>50K,34,Self-emp-not-inc,204052,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27157,<=50K,62,Self-emp-not-inc,122246,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
27158,<=50K,21,Private,180339,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
27159,>50K,50,Self-emp-inc,155574,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States
27160,>50K,30,Private,114912,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,60,United-States
27161,>50K,43,Private,193882,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27162,<=50K,19,Private,112269,10,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States
27163,<=50K,26,Federal-gov,171928,11,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Japan
27164,<=50K,50,Private,95435,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,65,Canada
27165,>50K,45,Federal-gov,179638,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
27166,>50K,46,Self-emp-inc,125892,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
27167,<=50K,17,Private,721712,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States
27168,>50K,56,Private,197369,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27169,>50K,25,Private,353795,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103,0,40,United-States
27170,<=50K,47,Private,334679,14,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,42,India
27171,<=50K,23,Private,235853,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
27172,<=50K,51,Self-emp-not-inc,353281,9,Separated,Other-service,Unmarried,White,Female,0,0,20,United-States
27173,<=50K,19,Private,203061,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,25,United-States
27174,<=50K,33,Self-emp-not-inc,62932,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27175,<=50K,32,Private,118551,9,Divorced,Other-service,Unmarried,White,Female,0,0,80,United-States
27176,<=50K,52,Private,99184,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
27177,<=50K,36,Private,189674,10,Separated,Other-service,Other-relative,Black,Female,0,0,40,United-States
27178,<=50K,34,Private,226883,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
27179,<=50K,26,,109564,9,Never-married,,Own-child,White,Female,0,0,40,United-States
27180,<=50K,26,Self-emp-inc,66872,8,Married-civ-spouse,Sales,Husband,Other,Male,0,0,98,Dominican-Republic
27181,<=50K,35,Local-gov,268292,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27182,>50K,58,Federal-gov,139290,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
27183,<=50K,32,Private,206541,7,Divorced,Craft-repair,Own-child,White,Male,0,0,50,United-States
27184,<=50K,23,Private,203139,10,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States
27185,<=50K,28,Self-emp-not-inc,294398,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
27186,<=50K,20,Private,386864,6,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico
27187,<=50K,17,Private,369909,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
27188,>50K,56,Private,89922,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,45,United-States
27189,<=50K,26,Private,176008,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States
27190,<=50K,43,State-gov,241506,13,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,36,United-States
27191,<=50K,45,Self-emp-not-inc,174426,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
27192,>50K,34,Private,167497,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,50,United-States
27193,<=50K,54,Private,292673,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico
27194,<=50K,51,Local-gov,134808,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States
27195,<=50K,58,Self-emp-not-inc,95763,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
27196,<=50K,49,Private,83622,12,Separated,Adm-clerical,Not-in-family,White,Female,2597,0,40,United-States
27197,<=50K,21,Private,222490,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
27198,<=50K,44,Private,29115,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
27199,<=50K,26,Private,66638,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
27200,<=50K,39,Private,53926,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
27201,<=50K,19,,43739,9,Never-married,,Own-child,White,Male,0,0,40,United-States
27202,<=50K,37,Private,104359,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
27203,<=50K,49,Private,124604,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States
27204,<=50K,45,Private,114797,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
27205,<=50K,60,Federal-gov,67320,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
27206,<=50K,28,Federal-gov,53147,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
27207,<=50K,23,Private,13769,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,30,United-States
27208,<=50K,44,Private,202872,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
27209,<=50K,19,State-gov,149528,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States
27210,>50K,37,Private,132879,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27211,<=50K,41,Self-emp-not-inc,112362,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,38,United-States
27212,>50K,56,Federal-gov,156229,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States
27213,>50K,44,Private,131650,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States
27214,>50K,30,Private,154568,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,36,Vietnam
27215,<=50K,23,Private,132300,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
27216,>50K,44,Private,124747,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,3103,0,40,United-States
27217,>50K,38,Private,276559,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,70,United-States
27218,>50K,32,Private,106014,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States
27219,<=50K,57,Self-emp-not-inc,135134,14,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States
27220,>50K,35,Private,86648,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States
27221,>50K,48,Self-emp-not-inc,107231,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States
27222,<=50K,32,Local-gov,113838,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,99,United-States
27223,<=50K,76,Federal-gov,25319,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States
27224,<=50K,57,Local-gov,190561,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,30,United-States
27225,<=50K,58,,150031,10,Never-married,,Not-in-family,White,Female,0,0,40,United-States
27226,>50K,51,Private,48343,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States
27227,<=50K,50,Private,211116,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
27228,<=50K,38,Private,226311,9,Married-AF-spouse,Other-service,Wife,White,Female,0,0,25,United-States
27229,<=50K,53,Private,283743,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States
27230,<=50K,59,Self-emp-not-inc,64102,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
27231,<=50K,23,Private,234663,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
27232,>50K,44,Private,247880,11,Divorced,Exec-managerial,Not-in-family,White,Male,8614,0,40,United-States
27233,<=50K,23,Private,615367,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
27234,<=50K,23,Private,163090,12,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
27235,>50K,44,Private,192225,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27236,<=50K,30,Private,370183,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
27237,<=50K,28,Private,242482,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
27238,<=50K,46,Private,169953,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
27239,<=50K,34,Local-gov,144182,1,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States
27240,>50K,38,Private,125933,13,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,45,United-States
27241,<=50K,26,Private,203777,10,Never-married,Sales,Not-in-family,Black,Female,0,0,37,United-States
27242,<=50K,39,Private,210991,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27243,<=50K,28,Private,472580,10,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States
